sim_step,timestep,burned,burning,unburned,burn_rate,size
147,1323,15747,136,501,11.996223564954683,16384
148,1332,15767,116,501,11.915228807201801,16384
149,1341,15796,87,501,11.83532041728763,16384
150,1350,15816,67,501,11.756476683937823,16384
151,1359,15831,52,501,11.678676470588234,16384
152,1368,15839,44,501,11.601899196493791,16384
153,1377,15850,33,501,11.52612481857765,16384
154,1386,15863,20,501,11.451333813987022,16384
155,1395,15872,11,501,11.377507163323783,16384
156,1404,15880,3,501,11.304626334519574,16384
157,1413,15882,1,501,11.232673267326733,16384
158,1422,15883,0,501,11.161630358397751,16384
