sim_step,timestep,burned,burning,unburned,burn_rate,size
0,0,0,3,16381,3.0,16384
1,9,0,4,16380,0.4,16384
2,18,0,4,16380,0.21052631578947367,16384
3,27,0,4,16380,0.14285714285714285,16384
4,36,0,4,16380,0.10810810810810811,16384
5,45,0,4,16380,0.08695652173913043,16384
6,54,0,4,16380,0.07272727272727272,16384
7,63,0,4,16380,0.0625,16384
8,72,0,4,16380,0.0547945205479452,16384
9,81,0,4,16380,0.04878048780487805,16384
10,90,0,4,16380,0.04395604395604396,16384
11,99,0,4,16380,0.04,16384
12,108,0,4,16380,0.03669724770642202,16384
13,117,0,4,16380,0.03389830508474576,16384
14,126,0,4,16380,0.031496062992125984,16384
15,135,0,4,16380,0.029411764705882353,16384
16,144,0,4,16380,0.027586206896551724,16384
17,153,0,4,16380,0.025974025974025976,16384
18,162,0,4,16380,0.024539877300613498,16384
19,171,0,4,16380,0.023255813953488372,16384
20,180,0,4,16380,0.022099447513812154,16384
21,189,0,4,16380,0.021052631578947368,16384
22,198,0,4,16380,0.020100502512562814,16384
23,207,0,4,16380,0.019230769230769232,16384
24,216,0,4,16380,0.018433179723502304,16384
25,225,0,4,16380,0.017699115044247787,16384
26,234,0,4,16380,0.01702127659574468,16384
27,243,0,4,16380,0.01639344262295082,16384
28,252,0,4,16380,0.015810276679841896,16384
29,261,0,4,16380,0.015267175572519083,16384
30,270,0,4,16380,0.014760147601476014,16384
31,279,0,4,16380,0.014285714285714285,16384
32,288,0,4,16380,0.01384083044982699,16384
33,297,0,4,16380,0.013422818791946308,16384
34,306,0,4,16380,0.013029315960912053,16384
35,315,0,4,16380,0.012658227848101266,16384
36,324,0,4,16380,0.012307692307692308,16384
37,333,0,4,16380,0.011976047904191617,16384
38,342,0,4,16380,0.011661807580174927,16384
39,351,0,4,16380,0.011363636363636364,16384
40,360,0,4,16380,0.0110803324099723,16384
41,369,0,4,16380,0.010810810810810811,16384
42,378,0,4,16380,0.010554089709762533,16384
43,387,0,4,16380,0.010309278350515464,16384
44,396,0,4,16380,0.010075566750629723,16384
45,405,0,4,16380,0.009852216748768473,16384
46,414,0,4,16380,0.00963855421686747,16384
47,423,0,4,16380,0.009433962264150943,16384
48,432,0,4,16380,0.009237875288683603,16384
49,441,0,4,16380,0.00904977375565611,16384
50,450,0,4,16380,0.008869179600886918,16384
51,459,0,4,16380,0.008695652173913044,16384
52,468,0,4,16380,0.008528784648187633,16384
53,477,0,4,16380,0.008368200836820083,16384
54,486,0,4,16380,0.008213552361396304,16384
55,495,0,4,16380,0.008064516129032258,16384
56,504,0,4,16380,0.007920792079207921,16384
57,513,0,4,16380,0.007782101167315175,16384
58,522,0,4,16380,0.0076481835564053535,16384
59,531,0,4,16380,0.007518796992481203,16384
60,540,0,4,16380,0.0073937153419593345,16384
61,549,0,4,16380,0.007272727272727273,16384
62,558,0,4,16380,0.007155635062611807,16384
63,567,0,4,16380,0.007042253521126761,16384
64,576,0,4,16380,0.006932409012131715,16384
65,585,0,4,16380,0.006825938566552901,16384
66,594,0,4,16380,0.0067226890756302525,16384
67,603,0,4,16380,0.006622516556291391,16384
68,612,0,4,16380,0.0065252854812398045,16384
69,621,0,4,16380,0.006430868167202572,16384
70,630,0,4,16380,0.006339144215530904,16384
71,639,0,4,16380,0.00625,16384
72,648,0,4,16380,0.0061633281972265025,16384
73,657,0,4,16380,0.0060790273556231,16384
74,666,0,4,16380,0.005997001499250375,16384
75,675,0,4,16380,0.005917159763313609,16384
76,684,0,4,16380,0.00583941605839416,16384
77,693,0,4,16380,0.005763688760806916,16384
78,702,0,4,16380,0.005689900426742532,16384
79,711,0,4,16380,0.0056179775280898875,16384
80,720,0,4,16380,0.005547850208044383,16384
81,729,0,4,16380,0.005479452054794521,16384
82,738,0,4,16380,0.005412719891745603,16384
83,747,0,4,16380,0.0053475935828877,16384
84,756,0,4,16380,0.005284015852047556,16384
85,765,0,4,16380,0.005221932114882507,16384
86,774,0,4,16380,0.005161290322580645,16384
87,783,0,4,16380,0.00510204081632653,16384
88,792,0,4,16380,0.005044136191677175,16384
89,801,0,4,16380,0.004987531172069825,16384
90,810,0,4,16380,0.004932182490752158,16384
91,819,0,4,16380,0.004878048780487805,16384
92,828,0,4,16380,0.0048250904704463205,16384
93,837,0,4,16380,0.00477326968973747,16384
94,846,0,4,16380,0.004722550177095631,16384
95,855,0,4,16380,0.004672897196261682,16384
96,864,0,4,16380,0.004624277456647399,16384
97,873,0,4,16380,0.004576659038901602,16384
98,882,0,4,16380,0.004530011325028313,16384
99,891,0,4,16380,0.004484304932735426,16384
100,900,1,3,16380,0.004439511653718091,16384
101,909,3,1,16380,0.004395604395604396,16384
102,918,4,0,16380,0.004352557127312296,16384
